Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,Month_register,Sum_Purchases,Count_Campaigns,Count_Purchases,Children,Family_Size,Marital_Status_Children,target
2n Cycle,Relationship,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,28,26,114,0,6,1,3,Family with Children,1
Graduation,Relationship,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,47,31,1047,0,15,0,2,Relationship,2
PhD,Relationship,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,46,26,714,0,20,2,4,Family with Children,0
PhD,Relationship,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,36,41,185,0,9,1,3,Family with Children,1
Graduation,Single,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,54,45,1245,0,27,1,2,Family with Children,0
Graduation,Relationship,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,38,39,189,0,8,1,3,Family with Children,1
Graduation,Relationship,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,40,44,576,0,14,1,3,Family with Children,0
Graduation,Single,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,64,42,1103,0,15,1,2,Family with Children,0
PhD,Relationship,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,44,46,1753,0,16,0,2,Relationship,2
PhD,Relationship,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,30,28,17,0,3,1,3,Family with Children,1
Graduation,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,50,39,433,1,14,2,3,Family with Children,0
2n Cycle,Single,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,54,41,1588,1,13,1,2,Family with Children,0
Graduation,Relationship,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,45,37,22,0,3,1,3,Family with Children,1
Graduation,Single,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,65,26,19,0,4,0,1,Single,1
PhD,Relationship,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,51,39,1117,0,26,1,3,Family with Children,0
2n Cycle,Relationship,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,41,30,69,0,6,1,3,Family with Children,1
Master,Relationship,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,34,30,23,0,4,1,3,Family with Children,1
PhD,Single,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,58,32,605,0,18,1,2,Family with Children,0
Graduation,Single,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,43,30,57,0,7,1,2,Family with Children,1
Graduation,Single,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,48,32,2088,1,21,0,1,Single,2
Graduation,Relationship,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,58,42,1009,0,14,1,3,Family with Children,0
Graduation,Single,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,45,35,26,0,4,1,2,Family with Children,1
Graduation,Relationship,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,26,31,1627,2,21,0,2,Relationship,2
Graduation,Relationship,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,58,46,1102,0,24,1,3,Family with Children,0
PhD,Relationship,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,52,24,17,0,4,2,4,Family with Children,1
Graduation,Relationship,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,44,37,1690,4,14,1,3,Family with Children,0
Graduation,Relationship,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,63,41,1390,0,19,1,3,Family with Children,0
PhD,Relationship,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,28,46,2126,0,19,0,2,Relationship,2
Master,Relationship,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,47,44,1531,0,21,1,3,Family with Children,0
Master,Single,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,41,33,64,0,5,1,2,Family with Children,1
Graduation,Single,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,31,32,26,0,4,1,2,Family with Children,1
Graduation,Single,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,42,38,1112,5,28,0,1,Single,2
2n Cycle,Relationship,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,58,45,210,0,9,0,2,Relationship,1
Graduation,Relationship,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,49,46,1148,0,21,2,4,Family with Children,0
PhD,Single,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,42,44,33,0,4,1,2,Family with Children,1
PhD,Relationship,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,55,44,1101,1,16,1,3,Family with Children,0
Graduation,Single,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,52,44,322,0,12,1,2,Family with Children,0
Graduation,Single,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,52,36,44,0,6,2,3,Family with Children,1
PhD,Single,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,59,30,17,0,3,3,4,Family with Children,1
Graduation,Single,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,0,37,44,31,2,4,1,2,Family with Children,1
PhD,Single,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,48,37,845,0,22,2,3,Family with Children,0
Master,Relationship,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,46,24,275,0,11,1,3,Family with Children,1
PhD,Relationship,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,38,43,25,0,3,1,3,Family with Children,1
Master,Relationship,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,64,40,275,1,11,2,4,Family with Children,1
Master,Relationship,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,50,39,90,0,7,2,4,Family with Children,1
Graduation,Relationship,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,0,53,24,1495,1,18,0,2,Relationship,2
PhD,Relationship,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,0,46,44,184,2,7,2,4,Family with Children,1
Graduation,Relationship,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,46,36,981,0,12,0,2,Relationship,2
Graduation,Relationship,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,46,32,67,0,6,1,3,Family with Children,1
Graduation,Single,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,63,45,1635,1,12,0,1,Single,2
Master,Single,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,1,33,27,60,0,7,1,2,Family with Children,1
PhD,Relationship,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,41,28,231,0,10,1,3,Family with Children,1
Graduation,Relationship,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,56,26,48,0,6,2,4,Family with Children,1
Graduation,Single,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,53,40,99,0,6,2,3,Family with Children,1
PhD,Relationship,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,53,33,770,0,21,1,3,Family with Children,0
Graduation,Single,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,60,41,957,1,21,0,1,Single,2
Master,Relationship,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,35,26,818,0,11,0,2,Relationship,2
PhD,Single,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,30,38,925,2,16,0,1,Single,2
Master,Single,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,48,38,908,0,21,1,2,Family with Children,0
Basic,Relationship,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,35,40,102,0,7,1,3,Family with Children,1
Graduation,Relationship,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,40,44,576,0,14,1,3,Family with Children,0
Graduation,Relationship,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,70,46,317,0,11,0,2,Relationship,1
PhD,Relationship,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,42,27,461,0,14,1,3,Family with Children,0
Master,Relationship,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,41,26,37,0,5,2,4,Family with Children,1
Graduation,Relationship,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,42,35,70,0,6,1,3,Family with Children,1
Graduation,Relationship,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,64,41,930,0,22,0,2,Relationship,2
Master,Relationship,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,60,41,859,0,20,2,4,Family with Children,0
Graduation,Single,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,50,25,1478,0,21,0,1,Single,2
Master,Single,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,67,36,390,0,13,0,1,Single,1
2n Cycle,Relationship,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,0,32,35,52,1,4,0,2,Relationship,1
Graduation,Relationship,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,47,30,137,0,7,1,3,Family with Children,1
Graduation,Relationship,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,36,44,1919,1,18,0,2,Relationship,2
Graduation,Relationship,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,45,29,68,0,6,2,4,Family with Children,1
Graduation,Relationship,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,51,39,25,0,3,2,4,Family with Children,1
Master,Relationship,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,64,46,1374,2,20,1,3,Family with Children,0
2n Cycle,Single,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,28,39,32,0,4,1,2,Family with Children,1
Master,Relationship,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,30,41,100,0,6,1,3,Family with Children,1
Graduation,Single,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,34,41,825,0,11,0,1,Single,2
PhD,Single,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,51,27,916,1,23,1,2,Family with Children,0
Graduation,Single,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,58,26,62,0,7,2,3,Family with Children,1
2n Cycle,Relationship,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,60,32,728,0,20,1,3,Family with Children,0
PhD,Relationship,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,38,27,90,0,6,1,3,Family with Children,1
Graduation,Single,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,28,26,273,0,10,1,2,Family with Children,1
Graduation,Relationship,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,32,30,66,0,7,1,3,Family with Children,1
Master,Relationship,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,55,39,1213,1,22,0,2,Relationship,2
Graduation,Single,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,50,45,107,1,6,0,1,Single,1
Graduation,Single,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,69,27,1157,1,17,0,1,Single,2
Master,Relationship,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,52,33,546,1,17,1,3,Family with Children,0
Master,Relationship,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,24,38,241,0,10,0,2,Relationship,1
Graduation,Single,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,40,29,53,0,7,1,2,Family with Children,1
Graduation,Relationship,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,49,32,37,0,5,3,5,Family with Children,1
Master,Single,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,40,40,1508,0,22,0,1,Single,2
Graduation,Relationship,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,50,30,235,0,10,2,4,Family with Children,1
Master,Relationship,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,60,27,32,0,5,2,4,Family with Children,1
Graduation,Relationship,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,44,35,102,0,6,2,4,Family with Children,1
Graduation,Single,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,31,46,401,0,13,1,2,Family with Children,1
Graduation,Relationship,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,65,35,28,0,4,2,4,Family with Children,1
Graduation,Relationship,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,45,41,680,0,18,1,3,Family with Children,0
Graduation,Relationship,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,42,35,30,0,3,1,3,Family with Children,1
PhD,Single,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,51,28,20,0,3,2,3,Family with Children,1
PhD,Single,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,55,40,1307,0,18,1,2,Family with Children,0
Graduation,Single,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,63,41,630,0,18,1,2,Family with Children,0
Graduation,Relationship,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,59,35,1283,0,17,0,2,Relationship,2
PhD,Single,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,40,35,65,0,6,1,2,Family with Children,1
Graduation,Relationship,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,32,31,37,0,4,1,3,Family with Children,1
PhD,Relationship,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,66,37,38,0,4,3,5,Family with Children,1
PhD,Single,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,30,40,160,0,8,1,2,Family with Children,1
Graduation,Single,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,33,38,23,0,3,1,2,Family with Children,1
PhD,Single,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,27,33,71,0,5,0,1,Single,1
PhD,Relationship,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,60,38,1161,1,17,1,3,Family with Children,0
Master,Relationship,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,0,45,41,59,2,4,1,3,Family with Children,1
Graduation,Relationship,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,33,36,33,0,5,1,3,Family with Children,1
Graduation,Single,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,56,45,946,0,21,2,3,Family with Children,0
Graduation,Single,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,48,42,1442,4,21,0,1,Single,2
Graduation,Relationship,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,44,43,62,0,4,1,3,Family with Children,1
Graduation,Relationship,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,51,39,1674,2,21,0,2,Relationship,2
Graduation,Single,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,28,46,1538,0,20,0,1,Single,2
Graduation,Single,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,30,30,139,0,7,0,1,Single,1
PhD,Relationship,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,47,43,1182,2,17,1,3,Family with Children,0
PhD,Relationship,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,66,36,507,0,16,1,3,Family with Children,0
Basic,Relationship,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,0,43,34,18,2,3,1,3,Family with Children,1
Graduation,Single,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,64,31,940,0,15,0,1,Single,2
Graduation,Relationship,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,51,36,42,0,4,2,4,Family with Children,1
Graduation,Single,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,46,24,1190,1,14,0,1,Single,2
Graduation,Single,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,45,42,44,0,5,2,3,Family with Children,1
Master,Relationship,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,0,40,29,16,1,3,1,3,Family with Children,1
Graduation,Relationship,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,59,30,835,0,22,1,3,Family with Children,0
Graduation,Relationship,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,0,30,41,1443,2,20,1,3,Family with Children,0
PhD,Single,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,50,32,1029,1,15,0,1,Single,2
Graduation,Relationship,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,42,44,1188,0,17,0,2,Relationship,2
PhD,Single,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,40,42,1277,0,19,1,2,Family with Children,0
Graduation,Single,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,1,38,31,49,0,5,2,3,Family with Children,1
Graduation,Relationship,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,61,37,99,1,6,1,3,Family with Children,1
PhD,Relationship,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,47,42,1670,0,14,0,2,Relationship,2
Master,Relationship,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,1,73,34,900,0,13,0,2,Relationship,2
PhD,Relationship,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,68,32,425,0,14,2,4,Family with Children,0
Graduation,Relationship,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,59,45,2153,1,21,0,2,Relationship,2
PhD,Single,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,47,27,636,0,18,1,2,Family with Children,0
Graduation,Relationship,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,38,28,57,0,7,2,4,Family with Children,1
PhD,Relationship,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,38,43,25,0,3,1,3,Family with Children,1
Graduation,Relationship,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,49,42,494,0,15,2,4,Family with Children,0
Graduation,Single,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,47,46,693,0,17,1,2,Family with Children,0
Graduation,Relationship,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,56,37,1348,0,25,0,2,Relationship,2
Graduation,Single,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,40,39,51,0,5,1,2,Family with Children,1
Graduation,Relationship,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,54,43,1932,0,15,0,2,Relationship,2
PhD,Single,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,41,42,990,0,14,1,2,Family with Children,0
2n Cycle,Relationship,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,32,26,30,0,4,1,3,Family with Children,1
Graduation,Relationship,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,41,44,254,0,10,2,4,Family with Children,1
Master,Single,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,0,46,34,29,1,4,1,2,Family with Children,1
Graduation,Single,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,50,43,1371,1,19,1,2,Family with Children,0
PhD,Single,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,44,36,73,1,6,2,3,Family with Children,1
Master,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,41,46,120,0,7,2,3,Family with Children,1
Graduation,Single,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,0,46,39,81,2,4,0,1,Single,1
Graduation,Single,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,27,42,37,0,4,1,2,Family with Children,1
PhD,Relationship,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,55,32,1377,0,18,1,3,Family with Children,0
Graduation,Single,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,47,36,51,0,4,1,2,Family with Children,1
PhD,Relationship,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,47,41,17,0,3,2,4,Family with Children,1
Graduation,Relationship,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,31,31,22,0,3,1,3,Family with Children,1
Graduation,Single,27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,62,42,324,0,11,0,1,Single,1
2n Cycle,Relationship,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,43,46,211,0,9,3,5,Family with Children,1
Master,Single,36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,35,27,19,0,3,1,2,Family with Children,1
Graduation,Single,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,45,37,41,0,5,1,2,Family with Children,1
Master,Relationship,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,48,32,492,2,14,1,3,Family with Children,0
Graduation,Relationship,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,56,44,1005,0,22,1,3,Family with Children,0
Graduation,Relationship,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,67,46,114,0,6,1,3,Family with Children,1
PhD,Single,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,48,37,1173,0,16,2,3,Family with Children,0
Graduation,Relationship,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,37,29,1738,1,19,0,2,Relationship,2
Master,Relationship,62499.0,1,0,0,140,4,61,0,13,4,2,3,1,6,4,0,37,30,222,0,10,1,3,Family with Children,1
Graduation,Single,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,23,25,1127,0,15,0,1,Single,2
PhD,Relationship,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,70,38,209,0,9,0,2,Relationship,1
Master,Relationship,70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,48,28,787,0,20,1,3,Family with Children,0
PhD,Relationship,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,25,32,1598,0,23,0,2,Relationship,2
Graduation,Relationship,43824.0,1,1,18,96,1,42,12,3,32,4,3,1,4,8,0,45,45,186,0,8,2,4,Family with Children,1
Graduation,Relationship,15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,0,32,46,47,1,4,1,3,Family with Children,1
Graduation,Single,23442.0,1,0,71,2,0,6,8,6,5,1,1,0,3,7,0,29,42,27,0,4,1,2,Family with Children,1
2n Cycle,Relationship,14515.0,1,0,71,6,4,9,6,36,35,4,2,2,3,7,0,36,43,96,1,7,1,3,Family with Children,1
2n Cycle,Single,31395.0,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,60,39,64,0,6,2,3,Family with Children,1
Graduation,Relationship,75276.0,0,0,2,610,105,125,137,42,21,1,9,4,9,5,0,51,45,1040,0,22,0,2,Relationship,2
Graduation,Single,42373.0,1,1,83,67,5,61,3,8,19,5,2,1,5,5,0,42,34,163,0,8,2,3,Family with Children,1
Graduation,Relationship,30507.0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,0,56,39,343,0,10,0,2,Relationship,1
PhD,Single,55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,61,32,446,2,15,3,4,Family with Children,0
Graduation,Relationship,48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,0,51,24,41,0,4,2,4,Family with Children,1
PhD,Single,27213.0,1,0,19,19,3,26,10,9,3,3,2,0,4,8,0,44,46,70,1,6,1,2,Family with Children,1
PhD,Single,65808.0,1,1,1,155,7,80,13,7,10,3,5,1,5,6,0,45,25,272,0,11,2,3,Family with Children,1
PhD,Relationship,30351.0,1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,42,36,46,0,5,1,3,Family with Children,1
Graduation,Relationship,50437.0,0,2,28,370,9,92,6,9,4,3,7,1,8,7,0,53,44,490,0,16,2,4,Family with Children,0
2n Cycle,Single,23616.0,1,0,76,4,22,11,3,7,32,2,3,0,3,8,0,34,43,79,1,6,1,2,Family with Children,1
Graduation,Relationship,53858.0,0,1,50,407,53,221,58,150,26,4,4,3,6,4,0,40,43,915,0,13,1,3,Family with Children,0
PhD,Relationship,66465.0,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,0,61,39,1485,1,32,1,3,Family with Children,0
Graduation,Single,46923.0,1,0,90,85,44,54,102,78,6,3,5,1,7,7,0,29,46,369,0,13,1,2,Family with Children,1
Graduation,Relationship,75072.0,0,1,83,583,34,309,0,22,125,2,5,4,8,3,0,54,41,1073,0,17,1,3,Family with Children,0
PhD,Relationship,75865.0,0,0,73,483,0,591,156,0,12,1,3,5,10,1,0,73,27,1242,0,18,0,2,Relationship,2
2n Cycle,Relationship,19789.0,1,0,24,2,5,9,28,6,28,3,2,1,3,5,0,41,31,78,1,6,1,3,Family with Children,1
Graduation,Relationship,80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,22,28,1378,4,20,0,2,Relationship,2
Graduation,Single,91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,35,40,1474,3,25,0,1,Single,2
Master,Relationship,49505.0,1,1,4,604,0,100,19,0,28,9,10,2,8,8,0,45,39,751,0,20,2,4,Family with Children,0
PhD,Relationship,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,43,25,48,0,5,1,3,Family with Children,1
Graduation,Relationship,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,33,25,45,0,5,1,3,Family with Children,1
Master,Relationship,18492.0,1,0,75,2,2,2,2,1,1,1,1,0,2,8,0,34,24,10,0,3,1,3,Family with Children,1
Master,Relationship,82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0,42,36,1435,3,15,0,2,Relationship,2
PhD,Relationship,93027.0,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0,75,38,2119,1,22,0,2,Relationship,2
Graduation,Relationship,48686.0,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,63,30,20,0,3,3,5,Family with Children,1
Graduation,Relationship,92910.0,0,0,42,551,137,792,179,103,33,1,6,7,13,1,0,30,26,1795,3,26,0,2,Relationship,2
Graduation,Relationship,75433.0,1,0,28,800,0,297,0,34,57,2,2,5,10,6,0,27,26,1188,2,17,1,3,Family with Children,0
2n Cycle,Relationship,10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,27,25,43,0,5,1,3,Family with Children,1
Graduation,Relationship,61314.0,0,1,1,378,0,189,97,172,172,2,5,5,12,3,0,48,38,1008,0,22,1,3,Family with Children,0
PhD,Single,84865.0,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,0,55,37,1688,5,15,0,1,Single,2
Graduation,Relationship,42387.0,1,0,42,235,0,235,19,4,191,5,8,1,7,8,0,27,44,684,0,16,1,3,Family with Children,0
2n Cycle,Relationship,67309.0,1,1,76,515,47,181,149,95,95,15,9,6,9,7,0,49,41,1082,0,24,2,4,Family with Children,0
Graduation,Relationship,75236.0,0,1,27,438,66,400,12,38,114,1,8,3,13,4,0,52,31,1068,0,24,1,3,Family with Children,0
